,Index KMO
Barbati_25-34,0.45640558961640026
Barbati_35-44,0.48355396757816754
Barbati_45-64,0.14619368500498955
Barbati_65_,0.4264829238228122
Femei_18-24,0.39271259394996233
Femei_25-34,0.21042557677961768
Femei_35-44,0.3398233408861442
Femei_45-64,0.1948707457535414
Femei_65_,0.2213168383174358
Total,0.2948347754622333
