,Varianta Componentelor Prinicipale,Varianta Cumulata,Procentul de Varianta,Procentul Cumulat de Varianta Explicata
0,0.5693081108063146,0.5693081108063146,56.93081108063146,56.93081108063146
1,0.24247055274731055,0.8117786635536252,24.247055274731053,81.17786635536251
2,0.1882213364463748,1.0,18.82213364463748,100.0
3,7.703719777548952e-34,1.0,7.703719777548952e-32,100.0
