,Varianta,Varianta cumulata,Procent varinata,Procent cumulat
0,0.6360194867687952,0.6360194867687952,63.601948676879516,63.601948676879516
1,0.24855116185578988,0.884570648624585,24.85511618557899,88.4570648624585
2,0.11542935137541493,1.0,11.542935137541493,100.0
3,6.493135241076963e-33,1.0,6.4931352410769625e-31,100.0
