,z1
5,1.0462675171968279
0,0.7492065058991312
32,-0.2184132794389747
12,1.192192224500958
30,-0.2184132794389747
36,0.8977370115479796
35,0.8977370115479796
31,-0.2184132794389747
34,0.8977370115479796
2,1.0462675171968279
3,-1.483094076074777
29,-0.2184132794389747
16,1.192192224500958
8,0.07604193351400368
7,2.016493100879652
