,z1
17,1.902967150101108
20,-0.8714934206439034
9,0.2819067816920156
24,1.0978889626513002
26,-1.4536455185666015
25,1.0978889626513002
32,-1.1053235036804903
21,-0.8714934206439034
7,0.6302287965781268
18,0.5157368647286024
16,1.902967150101108
4,-2.144231774166885
28,-1.4536455185666013
8,-0.06641523319409554
14,2.5996111798733303
