,z1
11,0.5653468592347968
20,-0.8977146870269188
36,0.3820622259668458
26,-0.7144300537589678
35,0.3820622259668458
14,1.6618391389606104
6,0.5653468592347968
13,1.9062186499845426
4,-2.3607762332886306
0,0.19877759269889483
10,0.44315710372283046
28,-0.7144300537589678
32,-0.836619809270934
30,-0.836619809270934
16,1.9062186499845424
