,z1
11,0.49038629864106176
35,0.6494004499010873
2,0.49038629864106176
15,1.9949048067166988
1,-2.8611427356087327
24,0.14789428054254106
0,0.8084146011611127
23,0.14789428054254106
32,-0.8551180581745496
22,-1.356624227533096
26,-1.5156383787931214
29,-0.8551180581745496
8,-0.17013402197751004
36,0.6494004499010874
33,-0.8551180581745496
