,z1,z2,z3,z4
Barbati_25-34,0.5788213834660374,0.003198176473552824,-1.4589409242882165,4.4841229600197785
Barbati_35-44,0.5788213834660374,0.003198176473552824,-1.4589409242882165,4.4841229600197785
Barbati_45-64,0.5785940153082315,0.9999890470414324,0.024827412028270508,0.11073118096576332
Barbati_65_,0.5788213854618204,0.0012037988464735196,-0.9634844068371844,7.84669126765055
