,u1,u2,u3,u4
909,-0.08871311351969241,-5.286496441357831e-05,2.4997780663287763e-06,-2.730915812312389e-07
910,-0.09134451963105424,-5.2863604710531776e-05,2.5001075453012737e-06,-2.7315189311752256e-07
911,-0.14260820905980706,-5.28371156813835e-05,2.506526283800547e-06,-2.7432685801312026e-07
912,-0.12777000237629446,-5.2844782895605594e-05,2.5046683884839625e-06,-2.73986765987726e-07
913,-0.13244805768538223,-5.2842365645814075e-05,2.505254128879274e-06,-2.7409398711888345e-07
914,-0.15318256324805743,-5.283165168961173e-05,2.5078503011525623e-06,-2.745692224449984e-07
915,-0.04690299419472102,-5.288656858376044e-05,2.494543011545065e-06,-2.7213329237151936e-07
916,-0.13637080198102347,-5.284033868113301e-05,2.505745296606607e-06,-2.7418389650490843e-07
917,-0.1335932066412526,-5.2841773923182164e-05,2.5053975132469503e-06,-2.741202339582947e-07
918,-0.1335932066412526,-5.2841773923182164e-05,2.5053975132469503e-06,-2.741202339582947e-07
919,-0.0682466215424337,-5.287553988149842e-05,2.4972154520989946e-06,-2.726224887824206e-07
920,-0.11139680879448752,-5.285324326996633e-05,2.5026182971000805e-06,-2.7361149202867306e-07
921,-0.13169274667193573,-5.284275593093799e-05,2.505159556211333e-06,-2.740766753737566e-07
922,-0.13627334249541742,-5.284038904044062e-05,2.505733093681917e-06,-2.7418166273136316e-07
923,-0.1146129718194853,-5.2851581410700705e-05,2.5030209936219575e-06,-2.736852065563531e-07
924,-0.12935371901739187,-5.284396455581356e-05,2.5048666860135657e-06,-2.740230648081907e-07
925,-0.055503793799449974,-5.2882124369253157e-05,2.495619919667818e-06,-2.7233042288870226e-07
926,-0.11553883693274225,-5.285110299668418e-05,2.5031369214085585e-06,-2.7370642740522505e-07
927,-0.12562589369296262,-5.284589080178268e-05,2.5043999241360083e-06,-2.7393762296928286e-07
928,-0.10330767148919001,-5.2857423097763184e-05,2.501605454333117e-06,-2.7342608882271e-07
929,-0.12063109505565543,-5.284847171955187e-05,2.5037745242346823e-06,-2.7382314207403334e-07
930,-0.14716444001188728,-5.283476138073322e-05,2.5070967705399077e-06,-2.74431286927326e-07
931,-0.023829460977501948,-5.289849116485844e-05,2.491653969074077e-06,-2.7160444647982103e-07
932,-0.13668754530924293,-5.284017501314188e-05,2.5057849561127992e-06,-2.741911562690034e-07
933,-0.11168918725130549,-5.285309219182271e-05,2.5026549058749033e-06,-2.736181933493803e-07
934,7.577401294504988,-5.682620736350884e-05,1.53990209485402e-06,-9.738406943351993e-08
935,0.097678152701771,-5.296127671074323e-05,2.4764399724502373e-06,-2.688194892866837e-07
936,0.8591047488700001,-5.335472188719687e-05,2.381101570907311e-06,-2.5136757486057245e-07
937,0.845850258827585,-5.3347873012739054e-05,2.382761168693859e-06,-2.5167136806554607e-07
938,0.02677637692341042,-5.292464026827999e-05,2.4853176003177865e-06,-2.7044455955579094e-07
939,0.023389659798602105,-5.292289028015728e-05,2.485741651958125e-06,-2.7052218318719475e-07
940,-0.029823219342270568,-5.289539406353304e-05,2.4924044489556832e-06,-2.71741823554119e-07
941,-0.010185132992662793,-5.2905541476807954e-05,2.4899455595875443e-06,-2.7129171818061223e-07
942,0.21058496677631497,-5.3019618042169e-05,2.4623028839488e-06,-2.6623166261072565e-07
943,0.0033617355065703597,-5.291254142939149e-05,2.488249353025891e-06,-2.7098122365496653e-07
944,0.3027085455453808,-5.30672202376276e-05,2.4507680691838625e-06,-2.641201881476907e-07
945,0.10364754619513813,-5.296436122222438e-05,2.4756925432998573e-06,-2.686826706557744e-07
946,0.9533724363223977,-5.340343198899992e-05,2.3692982917938018e-06,-2.492069573790391e-07
947,-0.11181101160831297,-5.285302924261208e-05,2.5026701595310715e-06,-2.7362098556634043e-07
948,-0.07843113778826005,-5.287027732720605e-05,2.4984906577514594e-06,-2.72855918120055e-07
949,-0.09962857590756372,-5.2859324163981766e-05,2.501144793918083e-06,-2.7334176387061665e-07
950,-0.02780093501594621,-5.289643902049266e-05,2.492151238263888e-06,-2.716954727526244e-07
951,-0.03788799177616658,-5.289122682558748e-05,2.493414240991438e-06,-2.719266683166825e-07
952,-0.13500636918253955,-5.2841043712324373e-05,2.5055744556581107e-06,-2.7415262367498546e-07
953,-0.087080667135792,-5.286580793302456e-05,2.499573667336736e-06,-2.7305416552402143e-07
954,-0.0839863284678017,-5.2867406843079144e-05,2.4991862244709026e-06,-2.7298324321330207e-07
955,-0.09336680395737862,-5.2862559753593076e-05,2.500360755993005e-06,-2.731982439190098e-07
956,0.061447588927742734,-5.2942555614570834e-05,2.480976409783186e-06,-2.696498946097503e-07
957,-0.03359977440950283,-5.2893442637906746e-05,2.4928773122957117e-06,-2.7182838227979004e-07
958,-0.12080164915546591,-5.284838359064622e-05,2.5037958793533746e-06,-2.738270511777809e-07
959,-0.016690553656862898,-5.2902179988798086e-05,2.490760104824836e-06,-2.714408225661246e-07
960,-0.0906866681032138,-5.2863944636307285e-05,2.500025175558109e-06,-2.7313681514594506e-07
961,0.17644978194281558,-5.3001979672436825e-05,2.4665769583966082e-06,-2.670140418021197e-07
962,-0.10932579472536012,-5.285431340658659e-05,2.50235898494595e-06,-2.7356402434040556e-07
963,-0.08459545025283917,-5.286709209699907e-05,2.4992624927515603e-06,-2.7299720429809084e-07
964,-0.127599448276484,-5.284487102451124e-05,2.5046470333653786e-06,-2.73982856883992e-07
965,-0.10352695533180349,-5.2857309789162095e-05,2.5016329109141536e-06,-2.7343111481324544e-07
966,-0.09548654776930898,-5.286146443727738e-05,2.5006261696096433e-06,-2.732468284940652e-07
967,-0.11902301354315653,-5.284930264917754e-05,2.503573175973817e-06,-2.7378628481020124e-07
968,-0.10693803732801328,-5.285554721117106e-05,2.502060013285876e-06,-2.735092968880472e-07
969,-0.09117396553124377,-5.286369283945131e-05,2.5000861901825814e-06,-2.731479840137767e-07
970,-0.10978872728198862,-5.2854074199578535e-05,2.5024169488391776e-06,-2.735746347648421e-07
971,0.08101258066314602,-5.2952665258307843e-05,2.478526672608708e-06,-2.692014645664248e-07
972,-0.07923517854450951,-5.286986186241403e-05,2.498591331881892e-06,-2.7287434675196596e-07
973,-0.03910623534624151,-5.2890597333454676e-05,2.493566777552683e-06,-2.7195459048625496e-07
974,0.11383206244096446,-5.296962377654451e-05,2.474417337647284e-06,-2.6844924131813906e-07
975,-0.02901917858602113,-5.2895809528352915e-05,2.492303774825187e-06,-2.7172339492219773e-07
976,-0.035938802064046704,-5.289223401301099e-05,2.4931701824933134e-06,-2.718819928453654e-07
977,-0.10428226634524997,-5.285691950405122e-05,2.501727483582063e-06,-2.734484265583716e-07
978,-0.04731719700854649,-5.2886354556433524e-05,2.4945948739758774e-06,-2.721427859091766e-07
979,-0.12513859626493265,-5.2846142598624784e-05,2.5043389095115896e-06,-2.739264541014529e-07
980,-0.08671519406476953,-5.286599678065604e-05,2.4995279063683227e-06,-2.7304578887314654e-07
981,-0.08315792284015076,-5.286783489773297e-05,2.4990824996092243e-06,-2.7296425613798676e-07
982,-0.0328931931388594,-5.289380774335688e-05,2.4927888410900935e-06,-2.7181218742143615e-07
983,-0.0749225963064443,-5.287209026458796e-05,2.4980513524548304e-06,-2.727755022716741e-07
984,-0.13746722119409086,-5.2839772138183077e-05,2.5058825795118997e-06,-2.742090264575415e-07
985,-0.11137244392308601,-5.28532558597865e-05,2.5026152463688892e-06,-2.736109335852865e-07
986,-0.11563629641834826,-5.2851052637321476e-05,2.503149124333427e-06,-2.737086611787868e-07
987,-0.13298408485621516,-5.28420886692349e-05,2.505321244966363e-06,-2.7410627287351314e-07
988,-0.12906134056057386,-5.284411563392984e-05,2.5048300772390305e-06,-2.740163634874898e-07
989,-0.12574771804997012,-5.284582785257205e-05,2.5044151777921766e-06,-2.7394041518623623e-07
990,-0.01937068951102773,-5.290079510609408e-05,2.491095685259684e-06,-2.7150225133918384e-07
991,0.18870531225776938,-5.300831236333558e-05,2.465042440590013e-06,-2.6673314477624744e-07
992,0.08854132592620909,-5.2956555519691885e-05,2.4775839966599867e-06,-2.690289055584767e-07
993,-0.1563012667874492,-5.283004018972268e-05,2.5082407947495703e-06,-2.7464070319911154e-07
994,-0.151745035835369,-5.283239449034521e-05,2.5076703080103186e-06,-2.7453627428491764e-07
995,-0.12309194706720679,-5.284720014542487e-05,2.504082648088542e-06,-2.738795448565669e-07
996,-0.10048134640661618,-5.285888351952165e-05,2.5012515695108986e-06,-2.733613093893135e-07
997,-0.14141433036113363,-5.2837732583641044e-05,2.5063767979705645e-06,-2.742994942869487e-07
998,-0.09273331730093967,-5.286288708952066e-05,2.5002814369809772e-06,-2.731837243908282e-07
999,-0.11765858074467261,-5.285000768035502e-05,2.503402335025213e-06,-2.7375501198027657e-07
1000,-0.06369039059035346,-5.287789418207279e-05,2.496644965359813e-06,-2.725180598682321e-07
1001,-0.11436932310547032,-5.285170730913584e-05,2.502990486309729e-06,-2.736796221224345e-07
1002,-0.1418285331749591,-5.283751855634147e-05,2.506428660401306e-06,-2.7430898782459674e-07
1003,-0.13023085438784585,-5.2843511321478595e-05,2.504976512337822e-06,-2.7404316877026803e-07
1004,1.416597371407687,-5.364279007952677e-05,2.3112977897263114e-06,-2.385898316209032e-07
1005,0.05820706103134346,-5.294088116545055e-05,2.4813821570362895e-06,-2.6972416758082593e-07
1006,0.10637641179210595,-5.296577128463403e-05,2.4753508614025075e-06,-2.68620124995926e-07
1007,-0.1453614395281764,-5.2835693029125926e-05,2.5068710164290887e-06,-2.7438996211636706e-07
1008,0.05825579077414646,-5.294090634513905e-05,2.4813760555738904e-06,-2.697230506940397e-07
1009,-0.07197444686686295,-5.2873613635543176e-05,2.4976822139765523e-06,-2.727079306213225e-07
1010,-0.05106938720437725,-5.288441572065138e-05,2.4950646865846616e-06,-2.722287861914572e-07
1011,0.3241496323786994,-5.307829929928743e-05,2.448083425704972e-06,-2.6362875796319465e-07
1012,-0.1292806244031874,-5.2844002325356505e-05,2.5048575338199588e-06,-2.740213894780049e-07
1013,-0.05596672635607845,-5.28818851622449e-05,2.4956778835611187e-06,-2.7234103331313654e-07
1014,-0.09614439929714945,-5.2861124511543085e-05,2.5007085393526293e-06,-2.73261906465633e-07
1015,-0.10713295629922527,-5.285544649244482e-05,2.502084419135581e-06,-2.735137644351699e-07
1016,-0.08971207324715384,-5.286444823000537e-05,2.4999031463091088e-06,-2.731144774102954e-07
1017,-0.13352011202704814,-5.284181169272595e-05,2.505388361053267e-06,-2.741185586281079e-07
1018,-0.0455385613962371,-5.2887273614944446e-05,2.494372170596445e-06,-2.721020195416024e-07
1019,-0.07979557058674398,-5.2869572296042436e-05,2.498661498699955e-06,-2.7288719094997035e-07
1020,-0.08737304559261,-5.286565685492174e-05,2.499610276111309e-06,-2.730608668447118e-07
1021,-0.07170643328144646,-5.287375212382541e-05,2.4976486559330458e-06,-2.7270178774401153e-07
1022,-0.13140036821511777,-5.2842907009068146e-05,2.5051229474364726e-06,-2.7406997405305743e-07
1023,-0.11651343178880219,-5.2850599402972634e-05,2.5032589506575747e-06,-2.7372876514088103e-07
1024,-0.04395484475513969,-5.2888091954722603e-05,2.49417387306676e-06,-2.720657207211589e-07
1025,-0.1048670232588859,-5.285661734779132e-05,2.501800701131637e-06,-2.734618291997729e-07
1026,-0.1132972687638044,-5.2852261262237845e-05,2.502856254135736e-06,-2.736550506132049e-07
1027,-0.1209234735124734,-5.284832064143559e-05,2.5038111330094344e-06,-2.7382984339473257e-07
1028,-0.12297012271019929,-5.28472630946355e-05,2.504067394432482e-06,-2.738767526396203e-07
1029,-0.144021371601094,-5.283638547046937e-05,2.5067032262116754e-06,-2.7435924772982894e-07
1030,-0.14034227601946772,-5.283828653674305e-05,2.5062425657965713e-06,-2.742749227777192e-07
1031,-0.0826218956693178,-5.2868111874256626e-05,2.4990153835223526e-06,-2.7295197038338164e-07
1032,-0.056575848141115916,-5.2881570416185434e-05,2.495754151841741e-06,-2.72354994397923e-07
1033,-0.12679540752023455,-5.2845286489303675e-05,2.5045463592350165e-06,-2.7396442825207126e-07
1034,-0.11397948516304633,-5.2851908746600945e-05,2.5029416746101085e-06,-2.736706870281786e-07
1035,-0.055991091227479944,-5.2881872572397174e-05,2.495680934292345e-06,-2.723415917565356e-07
1036,-0.07504442066345177,-5.287202731536344e-05,2.4980666061109986e-06,-2.7277829448863593e-07
1037,-0.11078768700945003,-5.285355801603253e-05,2.5025420288194232e-06,-2.7359753094389704e-07
1038,-0.047195372651538996,-5.288641750564395e-05,2.494579620319755e-06,-2.721399936922159e-07
1039,-0.12491931242231916,-5.284625590722545e-05,2.504311452930482e-06,-2.7392142811093156e-07
1040,-0.039715357131278974,-5.2890282587381335e-05,2.493643045833359e-06,-2.719685515710418e-07
1041,-0.05133740078979374,-5.288427723237588e-05,2.4950982446281868e-06,-2.722349290687634e-07
1042,-0.14187726291776212,-5.283749337664562e-05,2.506434761863689e-06,-2.743101047113868e-07
1043,-0.13788142400791634,-5.2839558110828826e-05,2.5059344419428907e-06,-2.742185199951953e-07
1044,-0.13101053027269377,-5.2843108446505914e-05,2.5050741357370307e-06,-2.7406103895880616e-07
1045,-0.12562589369296262,-5.284589080178268e-05,2.5043999241360083e-06,-2.7393762296928286e-07
1046,-0.12487058267951619,-5.284628108690743e-05,2.504305351468099e-06,-2.7392031122414823e-07
1047,-0.1464334938698423,-5.2835139076050845e-05,2.5070052486029408e-06,-2.7441453362558747e-07
1048,-0.1418528980463606,-5.2837505966493545e-05,2.5064317111324978e-06,-2.7430954626800024e-07
1049,2.111191125321606,-5.4001701317389565e-05,2.224327543937295e-06,-2.2266972741735567e-07
1050,-0.018664108240384274,-5.290116021153023e-05,2.491007214054143e-06,-2.7148605648083386e-07
1051,-0.05331095537331511,-5.2883257455104655e-05,2.4953453538574842e-06,-2.722801629834723e-07
1052,0.04378305716165633,-5.293342797855516e-05,2.483188189922027e-06,-2.700547660685509e-07
1053,0.00570076316111423,-5.2913750054281664e-05,2.4879564828282543e-06,-2.7092761308939334e-07
1054,-0.06252087676308155,-5.287849849454485e-05,2.496498530260859e-06,-2.724912545854361e-07
1055,0.01644567144917504,-5.291930217496764e-05,2.4866111103575185e-06,-2.7068133955375634e-07
1056,-0.11904737841455804,-5.2849290059330025e-05,2.503576226705079e-06,-2.73786843253589e-07
1057,0.20390899201230442,-5.301616842521732e-05,2.4631387843050312e-06,-2.6638467609999134e-07
1058,-0.11590431000376472,-5.2850914149052704e-05,2.5031826823769175e-06,-2.7371480405609824e-07
1059,-0.03299065262446537,-5.289375738396295e-05,2.4928010440151247e-06,-2.718144211950097e-07
1060,0.33007029612926353,-5.3081358631156e-05,2.447342098016867e-06,-2.6349305621905337e-07
1061,-0.07355816350796035,-5.287279529575114e-05,2.497880511506264e-06,-2.7274422944176684e-07
1062,0.20524905993938683,-5.301686086658767e-05,2.4629709940874773e-06,-2.6635396171344576e-07
1063,-0.06449443134660292,-5.287747871727342e-05,2.4967456394901752e-06,-2.7253648850014696e-07
1064,0.08245010807583446,-5.295340805901398e-05,2.478346679466481e-06,-2.691685164063352e-07
1065,-0.06800297282841872,-5.287566577991968e-05,2.497184944786766e-06,-2.7261690434850706e-07
1066,0.04400234100426984,-5.293354128712828e-05,2.4831607333410366e-06,-2.700497400780352e-07
1067,-0.1162697830747872,-5.285072530139389e-05,2.5032284433453463e-06,-2.737231807069675e-07
1068,-0.05889051092425827,-5.288037438110963e-05,2.4960439713082788e-06,-2.7240804652011285e-07
1069,-0.12499240703652367,-5.284621813768292e-05,2.5043206051242678e-06,-2.7392310344111346e-07
1070,-0.059621457066303216,-5.287999668582566e-05,2.4961354932450153e-06,-2.724247998218569e-07
1071,-0.0010726710885023572,-5.2910250078000076e-05,2.488804586109048e-06,-2.7108286035221246e-07
1072,-0.10169958997669111,-5.285825402736151e-05,2.5014041060722135e-06,-2.7338923155888415e-07
1073,-0.09543781802650599,-5.286148961695894e-05,2.50062006814719e-06,-2.7324571160728916e-07
1074,0.03596193344177534,-5.292938663901299e-05,2.484167474645601e-06,-2.702340263972108e-07
1075,-0.04366246629832172,-5.288824303284582e-05,2.494137264292008e-06,-2.720590194004571e-07
1076,-0.06459189083220891,-5.2877428357910715e-05,2.496757842415098e-06,-2.725387222737121e-07
1077,0.026557093080796908,-5.292452695971706e-05,2.485345056898742e-06,-2.704495855463056e-07
1078,-0.1352500178965545,-5.284091781387536e-05,2.505604962970339e-06,-2.741582081089159e-07
1079,-0.01732404031330186,-5.290185265288397e-05,2.490839423836712e-06,-2.7145534209430263e-07
1080,-0.08362085539677924,-5.286759569071061e-05,2.499140463502544e-06,-2.7297486656242724e-07
1081,-0.08605734253692908,-5.286633670641767e-05,2.499445536625212e-06,-2.730307109015784e-07
1082,-0.05089883310456676,-5.2884503849536634e-05,2.495043331466148e-06,-2.722248770877185e-07
1083,-0.08150111158484886,-5.286869100704019e-05,2.4988750498858515e-06,-2.729262819873718e-07
1084,-0.006676591510847009,-5.290735441416292e-05,2.4895062542910215e-06,-2.712113023322451e-07
1085,0.04405107074707283,-5.293356646681678e-05,2.483154631878556e-06,-2.700486231912482e-07
1086,-0.06890447307027413,-5.287519995572291e-05,2.49729782184216e-06,-2.7263756675400395e-07
1087,-0.06386094469016396,-5.287780605318775e-05,2.4966663204783076e-06,-2.7252196897197057e-07
1088,0.008161615172665554,-5.2915021628422724e-05,2.4876483589743577e-06,-2.708712103068487e-07
1089,-0.03854584330400704,-5.289088689982585e-05,2.493496610734576e-06,-2.7194174628825444e-07
1090,-0.09110087091703926,-5.286373060898038e-05,2.5000770379889207e-06,-2.7314630868360274e-07
1091,-0.004069550270886678,-5.290870152734647e-05,2.4891798260498103e-06,-2.7115154888935785e-07
1092,-0.09663169672517942,-5.2860872714673645e-05,2.5007695539771726e-06,-2.732730753334624e-07
1093,-0.044490871925972675,-5.288781497819915e-05,2.494240989153667e-06,-2.7207800647576544e-07
1094,-0.03567078847863021,-5.289237250126588e-05,2.4931366244499047e-06,-2.718758499680654e-07
1095,-0.11388202567744034,-5.2851959105977946e-05,2.5029294716853103e-06,-2.73668453254613e-07
1096,-0.04283406067067076,-5.288867108749943e-05,2.4940335394303215e-06,-2.72040032325148e-07
1097,-0.04210311452862581,-5.2889048782776255e-05,2.49394201749355e-06,-2.720232790234067e-07
1098,-0.06417768801838343,-5.2877642385230684e-05,2.496705979984286e-06,-2.7252922873605355e-07
1099,-0.04429595295476068,-5.288791569692497e-05,2.4942165833039462e-06,-2.72073538928636e-07
1100,-0.10082245460623716,-5.285870726171035e-05,2.501294279748066e-06,-2.733691275967899e-07
1101,-0.06559085055967036,-5.287691217435818e-05,2.49688292239536e-06,-2.7256161845275885e-07
1102,-0.06125390345020361,-5.287915316635901e-05,2.4963398922371802e-06,-2.724622155290841e-07
1103,-0.0455385613962371,-5.2887273614944446e-05,2.494372170596445e-06,-2.721020195416024e-07
1104,-0.09212419551590222,-5.286320183558727e-05,2.5002051687003903e-06,-2.7316976330604406e-07
1105,-0.08206150362708332,-5.2868401440641264e-05,2.498945216704094e-06,-2.729391261853791e-07
1106,0.04909459912718301,-5.293617256426774e-05,2.4825231305148124e-06,-2.6993302540921734e-07
1107,-0.08637408586514857,-5.286617303849509e-05,2.499485196131047e-06,-2.730379706656608e-07
1108,-0.12477312319391018,-5.284633144628401e-05,2.5042931485432306e-06,-2.739180774505797e-07
1109,-0.011037903491715241,-5.290510083231014e-05,2.4900523351804524e-06,-2.7131126369931304e-07
1110,-0.06191175497804409,-5.2878813240618196e-05,2.496422261980237e-06,-2.7247729350065136e-07
1111,-0.07465458272102779,-5.2872228752842845e-05,2.4980177944114484e-06,-2.7276935939437873e-07
1112,-0.09290387140075015,-5.286279896061501e-05,2.5003027920996153e-06,-2.7318763349456895e-07
1113,-0.04332135809870074,-5.288841929063672e-05,2.494094554054884e-06,-2.7205120119297805e-07
1114,-0.06934304075550113,-5.287497333858971e-05,2.497352735004109e-06,-2.7264761873503887e-07
1115,-0.05370079331573909,-5.2883056017618524e-05,2.495394165557124e-06,-2.7228909807773605e-07
1116,-0.1162941479461887,-5.2850712711559844e-05,2.503231494076538e-06,-2.7372373915036084e-07
1117,-0.04295588502767825,-5.2888608138275136e-05,2.494048793086498e-06,-2.720428245421079e-07
1118,-0.10630455067157432,-5.2855874547071305e-05,2.5019806942739186e-06,-2.73494777359871e-07
1119,-0.07236428480928694,-5.287341219807765e-05,2.497731025676102e-06,-2.7271686571557887e-07
1120,-0.12396908243766071,-5.284674691107603e-05,2.5041924744127982e-06,-2.738996488186696e-07
1121,-0.12392035269485774,-5.2846772090771466e-05,2.5041863729502365e-06,-2.738985319318851e-07
1122,-0.02322033919246449,-5.289880591092831e-05,2.4915777007934136e-06,-2.7159048539503523e-07
1123,-0.09597384519733897,-5.286121264040794e-05,2.5006871842342408e-06,-2.732579973618946e-07
1124,7.284340621287765,-5.667477673413392e-05,1.5765962900393173e-06,-1.0410102654582246e-07
1125,-0.06863645948485766,-5.287533844400556e-05,2.497264263798615e-06,-2.726314238766908e-07
1126,-0.07219373070947643,-5.2873500326969843e-05,2.497709670557589e-06,-2.7271295661184095e-07
1127,-0.006554767153839516,-5.290741736337689e-05,2.489491000634889e-06,-2.712085101152881e-07
1128,-0.056186010198691946,-5.2881771853664625e-05,2.4957053401421554e-06,-2.723460593036584e-07
1129,0.3176929414573024,-5.3074962990936003e-05,2.4488918694799174e-06,-2.637767454619463e-07
1130,0.2817791210114936,-5.30564055627129e-05,2.4533886473067467e-06,-2.645998910209317e-07
1131,0.27926953925713915,-5.305510880896068e-05,2.453702872622875e-06,-2.6465741069022334e-07
1132,0.025606863096138483,-5.2924035955835575e-05,2.4854640354166143e-06,-2.7047136483857864e-07
1133,-0.10437972583085593,-5.285686914466076e-05,2.501739686507148e-06,-2.7345066033194344e-07
1134,-0.12360360936663825,-5.284693575872138e-05,2.504146713444331e-06,-2.7389127216779477e-07
1135,-0.03379469338071482,-5.289334191916032e-05,2.492901718145495e-06,-2.718328498269243e-07
1136,-0.12971919208841434,-5.2843775708182084e-05,2.5049124469820326e-06,-2.74031441459052e-07
1137,-0.119485946099785,-5.2849063442142146e-05,2.5036311398672233e-06,-2.737968952346424e-07
1138,-0.05835448375342531,-5.2880651357653905e-05,2.495976855221263e-06,-2.723957607654978e-07
1139,-0.06393403930436846,-5.287776828366541e-05,2.4966754726720416e-06,-2.725236443021397e-07
1140,-0.0648355395462239,-5.287730245947599e-05,2.4967883497273425e-06,-2.725443067076268e-07
1141,-0.07048818971137155,-5.287438161595863e-05,2.497496119371817e-06,-2.7267386557443647e-07
1142,-0.15267090094862593,-5.2831916076273584e-05,2.50778623579699e-06,-2.745574951337925e-07
1143,-0.13795451862212085,-5.2839520341313636e-05,2.505943594136497e-06,-2.742201953253709e-07
1144,-0.06040113295115117,-5.287959381086034e-05,2.4962331166442403e-06,-2.7244267001038263e-07
1145,-0.07865042163087353,-5.287016401861884e-05,2.498518114332496e-06,-2.728609441105752e-07
1146,-0.09234347935851568,-5.2863088527013525e-05,2.5002326252813567e-06,-2.7317478929656896e-07
1147,-0.06810043231402471,-5.287561542055656e-05,2.4971971477116186e-06,-2.7261913812207604e-07
1148,-0.1355423963533725,-5.2840766735759074e-05,2.505641571745091e-06,-2.74164909429605e-07
1149,-0.07509315040625476,-5.287200213568189e-05,2.498072707573452e-06,-2.727794113754221e-07
1150,-0.10864357832611818,-5.285466592218227e-05,2.502273564471648e-06,-2.735483879254483e-07
1151,-0.11373583644903136,-5.285203464503608e-05,2.50291116729788e-06,-2.7366510259426e-07
1152,-0.09146634398806174,-5.2863541761335024e-05,2.5001227989573335e-06,-2.7315468533447e-07
1153,-0.026241583246250297,-5.28972447704232e-05,2.4919559914654477e-06,-2.716597323755741e-07
1154,-0.06186302523524108,-5.287883842028587e-05,2.496416160517838e-06,-2.7247617661387025e-07
1155,-0.06797860795701721,-5.287567836976719e-05,2.4971818940555045e-06,-2.726163459051193e-07
1156,-0.12647866419201506,-5.2845450157281344e-05,2.5045066997290025e-06,-2.7395716848798425e-07
1157,-0.036913396920106645,-5.2891730419292506e-05,2.493292211742411e-06,-2.7190433058102556e-07
1158,-0.13298408485621516,-5.28420886692349e-05,2.505321244966363e-06,-2.7410627287351314e-07
1159,-0.04244422272824679,-5.2888872524985564e-05,2.493984727730709e-06,-2.720310972308838e-07
1160,-0.0903699247749943,-5.286410830424374e-05,2.4999855160522193e-06,-2.731295553818669e-07
1161,-0.11332163363520588,-5.2852248672376454e-05,2.502859304866998e-06,-2.7365560905660455e-07
1162,-0.026144123760644303,-5.289729512979305e-05,2.49194378854056e-06,-2.716574986020098e-07
1163,0.1267941740265617,-5.29763215728587e-05,2.4727943486352333e-06,-2.6815214943389807e-07
1164,-0.05011915721971881,-5.2884906724508685e-05,2.494945708066915e-06,-2.722070068991922e-07
1165,-0.09689971031059591,-5.2860734226391415e-05,2.5008031120207334e-06,-2.732792182107649e-07
1166,-0.11166482237990397,-5.2853104781656344e-05,2.5026518551437497e-06,-2.7361763490598573e-07
1167,-0.11782913484448312,-5.284991955146325e-05,2.5034236901437963e-06,-2.73758921084019e-07
1168,-0.11069022752384405,-5.2853608375395644e-05,2.502529825894625e-06,-2.7359529717032467e-07
1169,-0.11904737841455804,-5.2849290059330025e-05,2.503576226705079e-06,-2.73786843253589e-07
1170,-0.07007398689754608,-5.2874595643285545e-05,2.497444256940951e-06,-2.7266437203678557e-07
1171,-0.12947554337439937,-5.284390160661639e-05,2.504881939669772e-06,-2.7402585702512933e-07
1172,-0.09979913000737423,-5.285923603511692e-05,2.501166149036526e-06,-2.7334567297434996e-07
1173,-0.12028998685603445,-5.284864797734971e-05,2.5037318139975854e-06,-2.7381532386655306e-07
1174,-0.0970946292818079,-5.286063350767905e-05,2.500827517870438e-06,-2.732836857578978e-07
1175,-0.10596344247195333,-5.28560508048826e-05,2.5019379840367513e-06,-2.734869591523912e-07
1176,-0.1551804827029803,-5.2830619322492786e-05,2.5081004611131946e-06,-2.7461501480311564e-07
1177,-0.10647510477138482,-5.285578641820645e-05,2.50200204939247e-06,-2.734986864636043e-07
1178,-0.09616876416855095,-5.28611119216817e-05,2.5007115900838914e-06,-2.7326246490902924e-07
1179,-0.1302064895164443,-5.2843523911339566e-05,2.5049734616064895e-06,-2.7404261032687904e-07
1180,-0.13161965205773124,-5.2842793700440136e-05,2.5051504040177583e-06,-2.7407500004357995e-07
1181,-0.05606418584168445,-5.2881834802868316e-05,2.4956900864860414e-06,-2.723432670867042e-07
1182,-0.0906866681032138,-5.2863944636307285e-05,2.500025175558109e-06,-2.7313681514594506e-07
1183,-0.1390022080923853,-5.28389789781134e-05,2.5060747755790174e-06,-2.7424420839118545e-07
1184,-0.13936768116340775,-5.283879013048193e-05,2.5061205365473764e-06,-2.7425258504205356e-07
1185,-0.05411499612956457,-5.288284199029876e-05,2.495446027987971e-06,-2.7229859161538754e-07
1186,-0.06264270112008904,-5.287843554532749e-05,2.496513783917063e-06,-2.7249404680239345e-07
1187,-0.07304650120852889,-5.2873059682468515e-05,2.497816446150529e-06,-2.7273250213053985e-07
1188,-0.12967046234561136,-5.284380088783631e-05,2.5049063455197585e-06,-2.7403032457227884e-07
1189,-0.0567464022409264,-5.2881482287272636e-05,2.4957755069603437e-06,-2.723589035016648e-07
1190,0.004190141134221294,-5.291296948406028e-05,2.4881456281641574e-06,-2.7096223657965217e-07
1191,-0.11234703877914597,-5.28527522661023e-05,2.502737275617835e-06,-2.7363327132094465e-07
1192,-0.11166482237990397,-5.2853104781656344e-05,2.5026518551437497e-06,-2.7361763490598573e-07
1193,-0.10557360452952935,-5.2856252242361584e-05,2.501889172337131e-06,-2.734780240581269e-07
1194,-0.04746338623695548,-5.288627901736845e-05,2.4946131783632805e-06,-2.721461365695216e-07
