,u1,u2,u3,u4
76,-0.13907530270658977,-5.2838941208543535e-05,2.5060839277728734e-06,-2.742458837213601e-07
77,-0.11137244392308601,-5.28532558597865e-05,2.5026152463688892e-06,-2.736109335852865e-07
78,4.195094211420369,-5.507849797921753e-05,1.9634015529141474e-06,-1.749066225904537e-07
79,-0.07955192187272898,-5.2869698194463695e-05,2.498630991387727e-06,-2.7288160651605683e-07
80,-0.08535076126628563,-5.286670181187432e-05,2.4993570654195233e-06,-2.730145160432229e-07
81,-0.10296656328956903,-5.2857599355547146e-05,2.5015627440959115e-06,-2.734182706152382e-07
82,0.146310436019162,-5.29864060369417e-05,2.4703507129231194e-06,-2.677048362773531e-07
83,0.03557209549935134,-5.2929185201547675e-05,2.4842162863451323e-06,-2.702429614914673e-07
84,0.04236989462036944,-5.2932697767647956e-05,2.4833651323331825e-06,-2.700871557852634e-07
85,0.06344550838266563,-5.294358798165487e-05,2.4807262498226812e-06,-2.696041022516612e-07
86,0.10766774997638538,-5.2966438546282026e-05,2.4751891726475475e-06,-2.685905274961876e-07
87,0.024973376439699508,-5.292370861993197e-05,2.485543354428427e-06,-2.7048588436675085e-07
88,0.027994620493485344,-5.292526976041626e-05,2.4851650637564876e-06,-2.7041663738621975e-07
89,-0.012962728332433626,-5.290410623473593e-05,2.4902933429472834e-06,-2.7135538072723616e-07
90,-0.10603653708615782,-5.2856013035353535e-05,2.5019471362304667e-06,-2.7348863448256517e-07
91,-0.08639845073655006,-5.28661604486337e-05,2.499488246862309e-06,-2.730385291090503e-07
92,-0.13235059819977618,-5.284241600516248e-05,2.5052419259544436e-06,-2.740917533453375e-07
93,-0.14419192570090444,-5.28362973415633e-05,2.5067245813302973e-06,-2.7436315683357364e-07
94,-0.09629058852555844,-5.286104897245761e-05,2.5007268437400757e-06,-2.732652571259804e-07
95,-0.12396908243766071,-5.284674691107603e-05,2.5041924744127982e-06,-2.738996488186696e-07
96,-0.12530915036474313,-5.284605446973259e-05,2.504360264630211e-06,-2.7393036320519925e-07
97,-0.1080344565410807,-5.285498066823459e-05,2.5021972961909906e-06,-2.735344268406672e-07
98,-0.08725122123560251,-5.286571980414583e-05,2.4995950224551245e-06,-2.7305807462775135e-07
99,-0.14012299217685423,-5.2838399845344136e-05,2.506215109215534e-06,-2.74269896787199e-07
100,-0.08698320765018604,-5.286585829242848e-05,2.4995614644116887e-06,-2.73051931750445e-07
101,-0.14173107368935312,-5.283756891570459e-05,2.5064164574763994e-06,-2.743067540510243e-07
102,-0.10323457687498551,-5.2857460867278374e-05,2.5015963021394015e-06,-2.734244134925479e-07
103,-0.13790578887931787,-5.283954552103641e-05,2.5059374926739736e-06,-2.742190784385785e-07
104,-0.11444241771967481,-5.285166953960635e-05,2.502999638503374e-06,-2.736812974526123e-07
105,-0.10369750943161397,-5.285722166027032e-05,2.5016542660327374e-06,-2.734350239169845e-07
106,-0.09940929206495026,-5.28594374726102e-05,2.5011173373369757e-06,-2.733367378800868e-07
107,-0.14061028960488417,-5.2838148048473855e-05,2.506276123839991e-06,-2.742810656550294e-07
108,-0.13369066612685862,-5.284172356381988e-05,2.505409716171889e-06,-2.741224677318593e-07
109,-0.1353962071249635,-5.2840842274817216e-05,2.505623267357661e-06,-2.7416155876926384e-07
110,-0.09341553370018162,-5.286253457391152e-05,2.500366857455404e-06,-2.731993608057926e-07
111,-0.07048818971137155,-5.287438161595863e-05,2.497496119371817e-06,-2.7267386557443647e-07
112,-0.10798572679827771,-5.28550058479439e-05,2.5021911947285373e-06,-2.735333099538759e-07
113,-0.07497132604924728,-5.287206508489252e-05,2.498057453917338e-06,-2.7277661915846875e-07
114,-0.10260109021854653,-5.2857788203178614e-05,2.501516983127661e-06,-2.734098939643735e-07
115,-0.14012299217685423,-5.2838399845344136e-05,2.506215109215534e-06,-2.74269896787199e-07
116,-0.13907530270658977,-5.2838941208543535e-05,2.5060839277728734e-06,-2.742458837213601e-07
117,-0.15242725223461093,-5.283204197469484e-05,2.507755728484653e-06,-2.74551910699879e-07
118,-0.10769334834145974,-5.285515692606019e-05,2.502154585953785e-06,-2.73526608633175e-07
119,0.004604343948046797,-5.291318351135849e-05,2.4880937657334137e-06,-2.7095274304200804e-07
120,-0.0777245565176166,-5.2870642432676576e-05,2.4984021865457706e-06,-2.728397232616944e-07
121,-0.14757864282571276,-5.283454735343365e-05,2.5071486329706493e-06,-2.7444078046498587e-07
122,-0.12111839248368539,-5.2848219922695885e-05,2.5038355388592095e-06,-2.738343109418667e-07
123,-0.06425078263258793,-5.287760461569489e-05,2.4967151321779824e-06,-2.725309040662315e-07
124,0.17413511915967322,-5.300078363738226e-05,2.4668667778631076e-06,-2.6706709392431164e-07
125,-0.1259670018925836,-5.284571454398484e-05,2.5044426343732137e-06,-2.739454411767683e-07
126,-0.13632207223822046,-5.2840363860773355e-05,2.5057391951444407e-06,-2.741827796181455e-07
127,-0.11680581024562016,-5.285044832486981e-05,2.5032955594322565e-06,-2.7373546646158074e-07
128,-0.14170670881795164,-5.283758150552476e-05,2.506413406745208e-06,-2.7430619560763776e-07
129,-0.09872707566570829,-5.2859789988192e-05,2.501031916862619e-06,-2.7332110146512616e-07
130,-0.01854228388337678,-5.2901223160744225e-05,2.490991960398011e-06,-2.7148326426387594e-07
131,-0.0972164536388154,-5.2860570558454966e-05,2.5008427715265683e-06,-2.732864779748558e-07
132,-0.06678472925834378,-5.2876295272065946e-05,2.497032408225397e-06,-2.725889821789372e-07
133,-0.07633575884773118,-5.287136005368769e-05,2.498228294866013e-06,-2.728078919883921e-07
134,0.21097480471873897,-5.3019819479620645e-05,2.4622540722494664e-06,-2.662227275164676e-07
135,-0.11451551233387931,-5.28516317700777e-05,2.503008790697051e-06,-2.7368297278278236e-07
136,-0.06866082435625916,-5.287532585417151e-05,2.497267314529807e-06,-2.726319823200842e-07
137,-0.09468250701305954,-5.286187990206981e-05,2.5005254954792265e-06,-2.732283998621503e-07
138,-0.09916564335093528,-5.2859563371044914e-05,2.5010868300245686e-06,-2.733311534461687e-07
139,-0.06578576953088235,-5.287681145561196e-05,2.4969073282452055e-06,-2.7256608599988994e-07
140,-0.1486750620387802,-5.2833980810511476e-05,2.5072859158759426e-06,-2.7446591041759014e-07
141,-0.06198484959224857,-5.2878775471075243e-05,2.496431414173952e-06,-2.72478968830827e-07
142,0.05131180242471939,-5.293731823995287e-05,2.4822455139732705e-06,-2.6988220706060213e-07
143,-0.16222193053801334,-5.282698085793655e-05,2.508982122437427e-06,-2.7477640494324536e-07
144,-0.1294268136315964,-5.284392678633917e-05,2.50487583820714e-06,-2.7402474013834367e-07
145,-0.01885902721159625,-5.290105949278369e-05,2.4910316199039895e-06,-2.7149052402796765e-07
146,-0.12893951620356642,-5.284417858316781e-05,2.504814823582683e-06,-2.740135712705183e-07
147,-0.0027051174724027484,-5.2909406558527015e-05,2.4890089851012053e-06,-2.711202760594421e-07
148,-0.10467210428767393,-5.285671806655836e-05,2.5017762952817918e-06,-2.734573616526359e-07
149,-0.057745361968387844,-5.2880966103733975e-05,2.4959005869405512e-06,-2.723817996807091e-07
150,-0.10311275251797802,-5.285752381650288e-05,2.5015810484833417e-06,-2.7342162127558267e-07
151,-0.13483581508272904,-5.2841131841201847e-05,2.5055531005394566e-06,-2.7414871457126554e-07
152,-0.05060645464774879,-5.288465492765965e-05,2.495006722691415e-06,-2.7221817576701786e-07
153,-0.13079124643008033,-5.284322175512088e-05,2.505046679155885e-06,-2.740560129682758e-07
154,-0.10262545508994807,-5.2857775613358864e-05,2.5015200338588146e-06,-2.7341045240775447e-07
155,-0.10084681947763866,-5.2858694671876305e-05,2.501297330479257e-06,-2.733696860401816e-07
156,4.137788033884046,-5.5048886668648536e-05,1.970576872759044e-06,-1.7622008144748595e-07
157,0.0863972172428772,-5.2955447613542555e-05,2.4778524610078324e-06,-2.690780485769173e-07
158,0.017956293476067933,-5.29200827452306e-05,2.486421965021481e-06,-2.7064671606348364e-07
159,0.6720312662492949,-5.32580570743387e-05,2.4045250852608953e-06,-2.556553032201329e-07
160,-0.04207874965722432,-5.288906137262419e-05,2.4939389667623585e-06,-2.7202272058001337e-07
161,0.2012775859009425,-5.301480872228098e-05,2.4634682632771165e-06,-2.6644498798623787e-07
162,0.7304094981272851,-5.3288222337765734e-05,2.397215533242449e-06,-2.543172728541605e-07
163,-0.06576140465948084,-5.287682404543865e-05,2.4969042775139977e-06,-2.725655275565047e-07
164,0.6447426102796165,-5.324395645041043e-05,2.4079419042338067e-06,-2.5628075981854677e-07
165,0.0892966369396555,-5.295694580485785e-05,2.4774894239918445e-06,-2.6901159381332904e-07
166,0.05998569664365283,-5.294180022399616e-05,2.4811594536567485e-06,-2.6968340121324067e-07
167,-0.022416298436215044,-5.289922137574819e-05,2.4914770266629173e-06,-2.7157205676311394e-07
168,-0.13164401692913272,-5.284278111059221e-05,2.50515345474895e-06,-2.740755584869767e-07
169,-0.07426474477860383,-5.287243019033571e-05,2.4979689827117736e-06,-2.7276042430011104e-07
170,-0.08837200532007143,-5.286514067136227e-05,2.499735356091571e-06,-2.730837630237637e-07
171,-0.10995928138179908,-5.285398607065901e-05,2.5024383039578694e-06,-2.73578543868588e-07
172,-0.09936056232214725,-5.2859462652277874e-05,2.5011112358745224e-06,-2.7333562099330233e-07
173,-0.021124960251935616,-5.2899888637410066e-05,2.4913153379079713e-06,-2.7154245926337005e-07
174,-0.07075620329678801,-5.287424312767598e-05,2.4975296774153077e-06,-2.7268000845174624e-07
175,-0.12423709602307721,-5.2846608422807675e-05,2.50422603245625e-06,-2.739057916959704e-07
176,-0.08449799076723317,-5.286714245637565e-05,2.4992502898266376e-06,-2.7299497052452064e-07
177,-0.05720933479755487,-5.288124308026437e-05,2.495833470853644e-06,-2.723695139261034e-07
178,-0.06037676807974967,-5.287960640070112e-05,2.4962300659130135e-06,-2.7244211156698957e-07
179,-0.11081205188085153,-5.285354542617114e-05,2.5025450795507932e-06,-2.735980893872899e-07
180,-0.14236456034579206,-5.283724157977617e-05,2.5064957764882865e-06,-2.743212735792145e-07
181,-0.12574771804997012,-5.284582785257205e-05,2.5044151777921766e-06,-2.7394041518623623e-07
182,-0.0694161353697056,-5.28749355690333e-05,2.4973618871978944e-06,-2.7264929406521913e-07
183,-0.09487742598427153,-5.286177918334357e-05,2.5005499013289314e-06,-2.73232867409279e-07
184,-0.032210976739617425,-5.2894160258945415e-05,2.4927034206158103e-06,-2.717965510064766e-07
185,-0.11232267390774445,-5.285276485590859e-05,2.502734224886752e-06,-2.736327128775564e-07
186,0.10189327545423021,-5.296345475356833e-05,2.4759121959480443e-06,-2.6872287857994763e-07
187,-0.0792839082873125,-5.286983668271859e-05,2.498597433344345e-06,-2.7287546363875723e-07
188,-0.11551447206134076,-5.2851115586532105e-05,2.5031338706773672e-06,-2.737058689618334e-07
189,-0.09670479133938392,-5.286083494514458e-05,2.500778706170888e-06,-2.732747506636364e-07
190,-0.11873063508633853,-5.284945372726648e-05,2.503536567199244e-06,-2.737795834895066e-07
191,-0.11276124159297142,-5.2852538238761505e-05,2.5027891380487554e-06,-2.7364276485859556e-07
192,-0.14204781701757258,-5.283740524774038e-05,2.506456116982343e-06,-2.743140138151169e-07
193,-0.11349218773501638,-5.2852160543470805e-05,2.5028806599855813e-06,-2.7365951816034527e-07
194,-0.02672888067428027,-5.289699297357079e-05,2.492017006089965e-06,-2.716709012434024e-07
195,-0.07022017612595506,-5.2874520104213524e-05,2.497462561328327e-06,-2.7266772269713857e-07
196,-0.04127470890097486,-5.288947683743008e-05,2.4938382926318986e-06,-2.7200429194809817e-07
197,-0.12345742013822925,-5.284701129776606e-05,2.504128409056971e-06,-2.738879215074497e-07
198,-0.11877936482914156,-5.2849428547612675e-05,2.5035426686615887e-06,-2.7378070037628264e-07
199,-0.09421957445643109,-5.2862119109105625e-05,2.500467531585837e-06,-2.7321778943770357e-07
200,-0.14745681846870526,-5.28346103026447e-05,2.5071333793146598e-06,-2.7443798824802016e-07
201,-0.08345030129696875,-5.2867683819630146e-05,2.499119108383906e-06,-2.729709574586831e-07
202,-0.12655175880621955,-5.28454123877384e-05,2.504515851922718e-06,-2.739588438181633e-07
203,-0.09309879037196214,-5.2862698241875726e-05,2.5003271979494607e-06,-2.7319210104170004e-07
204,-0.10596344247195333,-5.28560508048826e-05,2.5019379840367513e-06,-2.734869591523912e-07
205,-0.1223610009251618,-5.28475778407017e-05,2.5039911261518246e-06,-2.738627915548375e-07
206,-0.09680225082498992,-5.2860784585781454e-05,2.5007909090957403e-06,-2.7327698443720197e-07
207,-0.11429622849126582,-5.285174507866491e-05,2.502981334116014e-06,-2.7367794679226053e-07
208,-0.11419876900565983,-5.285179543804149e-05,2.5029691311911456e-06,-2.736757130186937e-07
209,-0.11641597230319618,-5.285064976233534e-05,2.5032467477327062e-06,-2.737265313673125e-07
210,-0.030944003426739513,-5.289481493077702e-05,2.4925447825920132e-06,-2.717675119501206e-07
211,-0.056941321212138386,-5.288138156853314e-05,2.495799912810208e-06,-2.723633710487962e-07
212,-0.10416044198824247,-5.285698245326185e-05,2.5017122299260026e-06,-2.7344563434141653e-07
213,-0.05582053712766946,-5.288196070130303e-05,2.4956595791737427e-06,-2.723376826527903e-07
214,-0.05686822659793389,-5.2881419338062007e-05,2.4957907606164577e-06,-2.723616957186216e-07
215,-0.05733115915456236,-5.288118013104701e-05,2.4958487245097936e-06,-2.7237230614306074e-07
216,-0.020735122309511644,-5.2900090074896196e-05,2.4912665262083588e-06,-2.7153352416910676e-07
217,-0.1309861654012923,-5.284312103636772e-05,2.505071085005839e-06,-2.7406048051539583e-07
218,-0.11229830903634294,-5.28527774457561e-05,2.5027311741554903e-06,-2.7363215443416863e-07
219,-0.12474875832250869,-5.2846344036117644e-05,2.504290097811969e-06,-2.73917519007192e-07
220,-0.030895273683936506,-5.28948401104549e-05,2.492538681129606e-06,-2.717663950633423e-07
221,-0.11780476997308162,-5.2849932141310755e-05,2.5034206394125347e-06,-2.737583626406194e-07
222,-0.08023413827197094,-5.286934567885456e-05,2.498716411862154e-06,-2.728972429310212e-07
223,-0.12011943275622398,-5.28487361062419e-05,2.5037104588790723e-06,-2.7381141476281345e-07
224,-0.13476272046852455,-5.284116961074563e-05,2.5055439483458823e-06,-2.7414703924107194e-07
225,-0.10091991409184316,-5.285865690234723e-05,2.5013064826729724e-06,-2.7337136137035555e-07
226,-0.03184550366859495,-5.289434910659076e-05,2.492657659647397e-06,-2.717881743556055e-07
227,-0.14565381798499438,-5.2835541951064326e-05,2.5069076252035913e-06,-2.7439666343705205e-07
228,-0.08688574816458003,-5.2865908651777724e-05,2.4995492614868362e-06,-2.730496979768777e-07
229,-0.01125718733432873,-5.2904987523728136e-05,2.4900797917614756e-06,-2.713162896898349e-07
230,-0.1209234735124734,-5.284832064143559e-05,2.5038111330094344e-06,-2.7382984339473257e-07
231,-0.08393759872499872,-5.28674320227607e-05,2.4991801230084493e-06,-2.729821263265159e-07
232,-0.09534035854089999,-5.286153997630818e-05,2.5006078652223376e-06,-2.7324347783372187e-07
233,-0.10252799560434206,-5.285782597272157e-05,2.5015078309338377e-06,-2.7340821863419443e-07
234,-0.10898468652573914,-5.285448966437055e-05,2.502316274708853e-06,-2.735562061329286e-07
235,-0.02263558227882852,-5.289910806715057e-05,2.491504483244022e-06,-2.7157708275364153e-07
236,-0.11573375590395424,-5.2851002277944895e-05,2.503161327258404e-06,-2.7371089495235355e-07
237,-0.13037704361625482,-5.284343578246125e-05,2.504994816725003e-06,-2.7404651943062035e-07
238,-0.04634260215248654,-5.288685815013834e-05,2.4944728447268692e-06,-2.721204481735179e-07
239,-0.05370079331573909,-5.2883056017618524e-05,2.495394165557124e-06,-2.7228909807773605e-07
240,-0.04758521059396296,-5.288621606815782e-05,2.4946284320194216e-06,-2.7214892878648257e-07
241,-0.058403213496228304,-5.288062617797234e-05,2.4959829566837164e-06,-2.72396877652284e-07
242,-0.09529162879809701,-5.286156515601708e-05,2.500601763759814e-06,-2.732423609469294e-07
243,-0.09526726392669552,-5.286157774587847e-05,2.500598713028552e-06,-2.7324180250353314e-07
244,-0.11237140365054744,-5.285273967625437e-05,2.502740326349135e-06,-2.7363382976433634e-07
245,-0.11027602471001857,-5.285382240272256e-05,2.5024779634637043e-06,-2.735858036326704e-07
246,-0.13693119402325793,-5.284004911472062e-05,2.5058154634249192e-06,-2.741967407029169e-07
247,-0.08483909896685415,-5.286696619856435e-05,2.4992930000639133e-06,-2.730027887320047e-07
248,-0.04502689909680563,-5.2887538001641206e-05,2.494308105240718e-06,-2.7209029223038316e-07
249,-0.12223917656815433,-5.2847640789926204e-05,2.503975872495656e-06,-2.7385999933787227e-07
250,-0.1017726845908956,-5.28582162578459e-05,2.501413258265858e-06,-2.7339090688906033e-07
251,-0.09641241288256594,-5.2860986023260856e-05,2.500742097396136e-06,-2.7326804934293884e-07
252,-0.10252799560434206,-5.285782597272157e-05,2.5015078309338377e-06,-2.7340821863419443e-07
253,-0.08198840901287885,-5.286843921017075e-05,2.4989360645104494e-06,-2.729374508552013e-07
254,-0.09146634398806174,-5.2863541761335024e-05,2.5001227989573335e-06,-2.7315468533447e-07
255,-0.14251074957420107,-5.283716604074579e-05,2.5065140808756083e-06,-2.7432462423956244e-07
256,-0.10148030613407763,-5.28583673359626e-05,2.501376649491177e-06,-2.7338420556835554e-07
257,-0.09685098056779291,-5.286075940610031e-05,2.5007970105582098e-06,-2.732781013239809e-07
258,4.638705425027451,-5.530772124693248e-05,1.9078568894803716e-06,-1.647390437621403e-07
259,-0.03569515335003171,-5.289235991143204e-05,2.493139675181104e-06,-2.718764084114525e-07
260,-0.0018036172305473117,-5.29098723827171e-05,2.4888961080458243e-06,-2.71099613653956e-07
261,-0.0456116560104416,-5.288723584542231e-05,2.4943813227901056e-06,-2.721036948717721e-07
262,0.0703164021178882,-5.294713831732544e-05,2.4798659436169457e-06,-2.694466212152707e-07
263,1.1125481411883873,-5.348568143162478e-05,2.3493678646953537e-06,-2.455586467026857e-07
264,-0.041201614286770376,-5.288951460696609e-05,2.4938291404381837e-06,-2.720026166179208e-07
265,-0.04190819555741384,-5.2889149501536776e-05,2.4939176116437205e-06,-2.720188114762671e-07
266,0.3377208657493341,-5.308531184170862e-05,2.446384168411798e-06,-2.6331770499416843e-07
267,0.4162001165335607,-5.312586372534186e-05,2.436557763132666e-06,-2.6151895883029977e-07
268,0.4321834721729438,-5.3134122662071374e-05,2.4345564834493427e-06,-2.611526199655378e-07
269,-0.04405230424074569,-5.288804159535969e-05,2.4941860759916475e-06,-2.720679544947217e-07
270,0.1500138964721897,-5.298831969303556e-05,2.4698870017766073e-06,-2.676199528818449e-07
271,-0.01805498645534681,-5.29014749576001e-05,2.4909309457734796e-06,-2.714720953960472e-07
272,-0.10925270011115563,-5.285435117611566e-05,2.502349832752235e-06,-2.735623490102316e-07
273,0.004311965491228787,-5.2913032433272546e-05,2.4881303745080324e-06,-2.709594443626953e-07
274,0.02801898536488682,-5.292528235028816e-05,2.485162013025162e-06,-2.7041607894281916e-07
275,-0.11527082334732576,-5.285124148495295e-05,2.5031033633650685e-06,-2.73700284527917e-07
276,-0.03013996267049006,-5.2895230395586386e-05,2.492444108461581e-06,-2.717490833182041e-07
277,-0.0389600461178325,-5.2890672872492e-05,2.4935484731654424e-06,-2.7195123982591085e-07
278,-0.05211707667464168,-5.288387435739668e-05,2.495195868027466e-06,-2.722527992572925e-07
279,0.016372576834970537,-5.29192644054455e-05,2.4866202625511797e-06,-2.706830148839288e-07
280,-0.1000671435927907,-5.2859097546848566e-05,2.5011997070800863e-06,-2.733518158516524e-07
281,-0.08447362589583168,-5.28671550462097e-05,2.4992472390955e-06,-2.729944120811307e-07
282,-0.04410103398354869,-5.288801641568528e-05,2.4941921774540546e-06,-2.720690713815013e-07
283,-0.07326578505114238,-5.287294637389518e-05,2.497843902731566e-06,-2.727375281210609e-07
284,-0.03793672151896957,-5.289120164589225e-05,2.4934203424539267e-06,-2.719277852034701e-07
285,0.005116006247478245,-5.291344789807681e-05,2.4880297003775936e-06,-2.709410157307798e-07
286,-0.11383329593463735,-5.285198428568684e-05,2.5029233702226783e-06,-2.736673363678205e-07
287,-0.03396524748052531,-5.2893253790254664e-05,2.492923073264133e-06,-2.718367589306651e-07
288,-0.08167166568465935,-5.2868602878120665e-05,2.498896405004544e-06,-2.7293019109111766e-07
